,Stanowisko,Szacunkowe Wynagrodzenie,Nazwa Firmy,Lokacja-Miasto,Lokacja-Stan,Minimalne Wyn. Roczne,Maksymalne Wyn. Roczne,Średnie Wyn. Roczne,Branża,Sektor,Przychód
160,Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),Nuna,San Francisco,CA,110000,175000,142500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
161,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),The Church of Jesus Christ of Latter-day Saints,Riverton,UT,74000,140000,107000.0,Religious Organizations,Non-Profit,Unknown / Non-Applicable
162,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),Sunovion,Marlborough,MA,100000,190000,145000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
163,Senior Data Analyst,$43K-$80K (Glassdoor est.),National Student Clearinghouse,Herndon,VA,43000,80000,61500.0,Colleges & Universities,Education,$25 to $50 million (USD)
164,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),State of Wisconsin Investment Board,Madison,WI,91000,149000,120000.0,Investment Banking & Asset Management,Finance,$50 to $100 million (USD)
165,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),Rubius Therapeutics,Cambridge,MA,42000,82000,62000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
166,Senior Data Scientist,$116K-$185K (Glassdoor est.),Autodesk,San Francisco,CA,116000,185000,150500.0,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
167,Analytics Manager,$59K-$116K (Glassdoor est.),OneMagnify,Dearborn,MI,59000,116000,87500.0,Advertising & Marketing,Business Services,Unknown / Non-Applicable
168,Data Engineer,$48K-$95K (Glassdoor est.),IZEA,Winter Park,FL,48000,95000,71500.0,Advertising & Marketing,Business Services,$25 to $50 million (USD)
169,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),Vionic Group,San Rafael,CA,31000,72000,51500.0,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD)
170,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),Takeda Pharmaceuticals,San Diego,CA,105000,198000,151500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
171,Senior Data Analyst,$55K-$100K (Glassdoor est.),Dodge Data & Analytics,Hamilton,NJ,55000,100000,77500.0,IT Services,Information Technology,Unknown / Non-Applicable
172,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),Takeda Pharmaceuticals,Boston,MA,98000,182000,140000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
173,Senior Data Scientist,$73K-$124K (Glassdoor est.),Plymouth Rock Assurance,Woodbridge,NJ,73000,124000,98500.0,Insurance Carriers,Insurance,$10 to $25 million (USD)
174,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,,San Francisco,CA,200000,250000,225000.0,IT Services,Information Technology,$5 to $10 million (USD)
175,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),Takeda Pharmaceuticals,Boston,MA,117000,206000,161500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
176,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),Argo Group US,New York,NY,111000,183000,147000.0,Insurance Carriers,Insurance,$1 to $2 billion (USD)
177,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),Associated Electric Cooperative,Springfield,MO,44000,78000,61000.0,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD)
178,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),Software Engineering Institute,Pittsburgh,PA,81000,159000,120000.0,Colleges & Universities,Education,Unknown / Non-Applicable
179,"VP, Data Science",$83K-$166K (Glassdoor est.),PennyMac,Phoenix,AZ,83000,166000,124500.0,Lending,Finance,$500 million to $1 billion (USD)
180,Senior Data Scientist,$114K-$182K (Glassdoor est.),Zest AI,Burbank,CA,114000,182000,148000.0,Financial Analytics & Research,Finance,$50 to $100 million (USD)
181,Radar Data Analyst,$42K-$76K (Glassdoor est.),DECISIVE ANALYTICS Corporation,Huntsville,AL,42000,76000,59000.0,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD)
182,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),The Hanover Insurance Group,Worcester,MA,114000,179000,146500.0,Insurance Carriers,Insurance,$5 to $10 billion (USD)
183,PV Scientist,$60K-$123K (Glassdoor est.),Karyopharm Therapeutics Inc.,Newton,MA,60000,123000,91500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
184,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),Tempus Labs,Chicago,IL,100000,166000,133000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
185,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),Recursion Pharmaceuticals,Salt Lake City,UT,108000,173000,140500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
186,Data Engineer,$48K-$93K (Glassdoor est.),P2 Energy Solutions,Lafayette,LA,48000,93000,70500.0,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
187,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),Rochester Regional Health,Rochester,NY,54000,115000,84500.0,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
188,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),ClearEdge,Annapolis Junction,MD,60000,127000,93500.0,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
189,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),Rubius Therapeutics,Cambridge,MA,90000,179000,134500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
190,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),Tapjoy,San Francisco,CA,138000,224000,181000.0,Internet,Information Technology,$10 to $25 million (USD)
191,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),Rochester Regional Health,Rochester,NY,54000,115000,84500.0,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
192,Lead Data Engineer,$190K-$220K(Employer est.),Credit Sesame,Mountain View,CA,190000,220000,205000.0,Internet,Information Technology,$50 to $100 million (USD)
193,Marketing Data Analyst,$35K-$62K (Glassdoor est.),San Manuel Casino,Highland,CA,35000,62000,48500.0,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
194,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Teasdale Latin Foods,Hoopeston,IL,39000,66000,52500.0,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD)
195,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),Software Engineering Institute,Pittsburgh,PA,81000,167000,124000.0,Colleges & Universities,Education,Unknown / Non-Applicable
196,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),Central California Alliance for Health,Scotts Valley,CA,42000,86000,64000.0,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
197,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),Pilot Flying J Travel Centers LLC,Knoxville,TN,69000,127000,98000.0,Gas Stations,Retail,$10+ billion (USD)
198,Food Scientist - Developer,$40K-$68K (Glassdoor est.),Palermo's Pizza,Milwaukee,WI,40000,68000,54000.0,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
199,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),Advanced BioScience Laboratories,Rockville,MD,49000,113000,81000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD)
200,Sr. Data Engineer,$75K-$140K (Glassdoor est.),Echo Global Logistics,Chicago,IL,75000,140000,107500.0,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD)
201,Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),Truckstop.com,Chicago,IL,86000,139000,112500.0,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
202,Data Scientist,$66K-$112K (Glassdoor est.),Lockheed Martin,Herndon,VA,66000,112000,89000.0,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
203,Senior Research Statistician- Data Scientist,$76K-$125K (Glassdoor est.),Acuity Insurance,Sheboygan,WI,76000,125000,100500.0,Insurance Carriers,Insurance,$1 to $2 billion (USD)
204,"Business Data Analyst, SQL",$44K-$86K (Glassdoor est.),Fareportal,New York,NY,44000,86000,65000.0,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD)
205,Data Scientist,$53K-$92K (Glassdoor est.),Credera,Dallas,TX,53000,92000,72500.0,Consulting,Business Services,Unknown / Non-Applicable
206,Senior Data Analyst,$44K-$78K (Glassdoor est.),KnowBe4,Clearwater,FL,44000,78000,61000.0,Security Services,Business Services,$100 to $500 million (USD)
207,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),Church & Dwight,Ewing,NJ,85000,134000,109500.0,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
208,Data Engineer,$59K-$110K (Glassdoor est.),Cogo Labs,Cambridge,MA,59000,110000,84500.0,Internet,Information Technology,Unknown / Non-Applicable
209,Data Scientist,$64K-$111K (Glassdoor est.),Spectrum Communications and Consulting,Chicago,IL,64000,111000,87500.0,Advertising & Marketing,Business Services,$10 to $25 million (USD)
210,Data Analyst,$65K-$120K (Glassdoor est.),NCSOFT,San Mateo,CA,65000,120000,92500.0,Video Games,Media,$10+ billion (USD)
211,Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),MITRE,McLean,VA,60000,103000,81500.0,Federal Agencies,Government,$1 to $2 billion (USD)
212,Business Intelligence Analyst / Developer,$53K-$105K (Glassdoor est.),"Dayton Freight Lines, Inc.",Dayton,OH,53000,105000,79000.0,Trucking,Transportation & Logistics,Unknown / Non-Applicable
213,Lead Data Scientist,$124K-$204K (Glassdoor est.),MassMutual,Boston,MA,124000,204000,164000.0,Insurance Carriers,Insurance,$10+ billion (USD)
214,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),Genentech,South San Francisco,CA,131000,207000,169000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
215,Senior Data Scientist,$110K-$174K (Glassdoor est.),Juniper Networks,Cupertino,CA,110000,174000,142000.0,Telecommunications Services,Telecommunications,$2 to $5 billion (USD)
216,Data Analyst,$33K-$62K (Glassdoor est.),Community Action Partnership of San Luis Obispo,Parlier,CA,33000,62000,47500.0,Social Assistance,Non-Profit,$50 to $100 million (USD)
217,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),Takeda Pharmaceuticals,Boston,MA,52000,101000,76500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
218,Data Analyst,$48K-$90K (Glassdoor est.),TrueAccord,San Francisco,CA,48000,90000,69000.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
219,Data Analyst,$34K-$64K (Glassdoor est.),DRB Systems,Meridian,ID,34000,64000,49000.0,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
220,Staff Data Scientist,$132K-$211K (Glassdoor est.),Western Digital,San Jose,CA,132000,211000,171500.0,Computer Hardware & Software,Information Technology,$10+ billion (USD)
221,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),Legal & General America,Frederick,MD,81000,133000,107000.0,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
222,System and Data Analyst,$42K-$76K (Glassdoor est.),Corcentric,Cherry Hill,NJ,42000,76000,59000.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
223,Data Scientist,$66K-$111K (Glassdoor est.),U.Group,Indianapolis,IN,66000,111000,88500.0,IT Services,Information Technology,$25 to $50 million (USD)
224,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),The Church of Jesus Christ of Latter-day Saints,Riverton,UT,74000,140000,107000.0,Religious Organizations,Non-Profit,Unknown / Non-Applicable
225,Digital Health Data Scientist,$63K-$110K (Glassdoor est.),Pfizer,Cambridge,MA,63000,110000,86500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
226,Data Scientist,$63K-$105K (Glassdoor est.),SMC 3,Louisville,KY,63000,105000,84000.0,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD)
227,Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),Systems Evolution Inc.,New York,NY,91000,138000,114500.0,Consulting,Business Services,$50 to $100 million (USD)
228,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),Sunovion,Marlborough,MA,100000,190000,145000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
229,Data Engineer,$62K-$114K (Glassdoor est.),Eventbrite,Nashville,TN,62000,114000,88000.0,Internet,Information Technology,$100 to $500 million (USD)
230,Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),Centro,Chicago,IL,71000,129000,100000.0,Internet,Information Technology,$100 to $500 million (USD)
231,Senior Data Analyst,$43K-$80K (Glassdoor est.),National Student Clearinghouse,Herndon,VA,43000,80000,61500.0,Colleges & Universities,Education,$25 to $50 million (USD)
232,Data Scientist,$74K-$119K (Glassdoor est.),comScore,Portland,OR,74000,119000,96500.0,Advertising & Marketing,Business Services,$1 to $2 billion (USD)
233,Survey Data Analyst,$55K-$97K (Glassdoor est.),SullivanCotter,Minneapolis,MN,55000,97000,76000.0,Consulting,Business Services,Unknown / Non-Applicable
234,Data Scientist,$15K-$16K(Employer est.),NPD,Port Washington,NY,15000,16000,15500.0,Research & Development,Business Services,$100 to $500 million (USD)
235,Data Scientist,$61K-$106K (Glassdoor est.),Bakery Agency,Austin,TX,61000,106000,83500.0,Advertising & Marketing,Business Services,Unknown / Non-Applicable
236,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),State of Wisconsin Investment Board,Madison,WI,91000,149000,120000.0,Investment Banking & Asset Management,Finance,$50 to $100 million (USD)
237,Data Scientist,$127K-$199K (Glassdoor est.),Genentech,South San Francisco,CA,127000,199000,163000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
238,Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),Blue Cross & Blue Shield of Rhode Island,Providence,RI,74000,126000,100000.0,Insurance Carriers,Insurance,Unknown / Non-Applicable
239,Research Scientist,$33K-$72K (Glassdoor est.),Boys Town,Omaha,NE,33000,72000,52500.0,Social Assistance,Non-Profit,Unknown / Non-Applicable
240,Junior Data Analyst,$37K-$63K (Glassdoor est.),The HSC Health Care System,Washington,DC,37000,63000,50000.0,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
241,SQL Data Engineer,$67K-$119K (Glassdoor est.),Pro-Sphere Tek,Austin,TX,67000,119000,93000.0,Consulting,Business Services,$50 to $100 million (USD)
242,Data Scientist,$72K-$117K (Glassdoor est.),Ameritas Life Insurance Corp,Cincinnati,OH,72000,117000,94500.0,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD)
243,Senior Data Scientist,$116K-$185K (Glassdoor est.),Autodesk,San Francisco,CA,116000,185000,150500.0,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
244,Data Scientist,$78K-$126K (Glassdoor est.),Genworth,Raleigh,NC,78000,126000,102000.0,Insurance Carriers,Insurance,$5 to $10 billion (USD)
245,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),Rubius Therapeutics,Cambridge,MA,42000,82000,62000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
246,Analytics Manager,$59K-$116K (Glassdoor est.),OneMagnify,Dearborn,MI,59000,116000,87500.0,Advertising & Marketing,Business Services,Unknown / Non-Applicable
247,Clinical Data Scientist,$63K-$105K (Glassdoor est.),Pfizer,Groton,CT,63000,105000,84000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
248,Data Scientist,$109K-$177K (Glassdoor est.),Novetta,Herndon,VA,109000,177000,143000.0,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
249,"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),"Numeric, LLC",Phila,PA,116000,194000,155000.0,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
250,Data Engineer,$48K-$95K (Glassdoor est.),IZEA,Winter Park,FL,48000,95000,71500.0,Advertising & Marketing,Business Services,$25 to $50 million (USD)
251,Data Scientist,$83K-$133K (Glassdoor est.),Trace Data,Oakland,CA,83000,133000,108000.0,Insurance Carriers,Insurance,$10 to $25 million (USD)
252,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),Takeda Pharmaceuticals,San Diego,CA,105000,198000,151500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
253,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),Vionic Group,San Rafael,CA,31000,72000,51500.0,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD)
254,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),Takeda Pharmaceuticals,Boston,MA,98000,182000,140000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
255,Senior Data Analyst,$55K-$100K (Glassdoor est.),Dodge Data & Analytics,Hamilton,NJ,55000,100000,77500.0,IT Services,Information Technology,Unknown / Non-Applicable
256,Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),Clearwater Analytics,Boise,ID,45000,82000,63500.0,Investment Banking & Asset Management,Finance,$50 to $100 million (USD)
257,Data Scientist,$83K-$135K (Glassdoor est.),"Tekvalley, Corp.",San Francisco,CA,83000,135000,109000.0,IT Services,Information Technology,Less than $1 million (USD)
258,Data Scientist,$70K-$122K (Glassdoor est.),BWX Technologies,Oak Ridge,TN,70000,122000,96000.0,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD)
259,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,,San Francisco,CA,200000,250000,225000.0,IT Services,Information Technology,$5 to $10 million (USD)
260,Data Engineer,$70K-$132K (Glassdoor est.),PennyMac,Agoura Hills,CA,70000,132000,101000.0,Lending,Finance,$500 million to $1 billion (USD)
261,Senior Data Scientist,$73K-$124K (Glassdoor est.),Plymouth Rock Assurance,Woodbridge,NJ,73000,124000,98500.0,Insurance Carriers,Insurance,$10 to $25 million (USD)
262,Data Engineer I - Azure,$54K-$101K (Glassdoor est.),Vermeer,Pella,IA,54000,101000,77500.0,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD)
263,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),Takeda Pharmaceuticals,Boston,MA,117000,206000,161500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
264,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),Argo Group US,New York,NY,111000,183000,147000.0,Insurance Carriers,Insurance,$1 to $2 billion (USD)
265,Data Scientist,$68K-$112K (Glassdoor est.),L&T Infotech,San Ramon,CA,68000,112000,90000.0,IT Services,Information Technology,Unknown / Non-Applicable
266,Information Security Data Analyst,$42K-$74K (Glassdoor est.),OceanFirst Financial,Red Bank,NJ,42000,74000,58000.0,Banks & Credit Unions,Finance,$5 to $10 billion (USD)
267,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),Associated Electric Cooperative,Springfield,MO,44000,78000,61000.0,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD)
268,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),Software Engineering Institute,Pittsburgh,PA,81000,159000,120000.0,Colleges & Universities,Education,Unknown / Non-Applicable
269,Data Scientist,$95K-$161K (Glassdoor est.),Sotheby's,New York,NY,95000,161000,128000.0,Auctions & Galleries,Retail,$500 million to $1 billion (USD)
270,Data Scientist,$75K-$124K (Glassdoor est.),First Tech Federal Credit Union,Hillsboro,OR,75000,124000,99500.0,Banks & Credit Unions,Finance,$100 to $500 million (USD)
271,Data Scientist,$72K-$120K (Glassdoor est.),Amrock,Detroit,MI,72000,120000,96000.0,Real Estate,Real Estate,$500 million to $1 billion (USD)
272,Data Scientist,$76K-$126K (Glassdoor est.),Vanda Pharmaceuticals,Washington,DC,76000,126000,101000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
273,Senior Data Scientist,$114K-$182K (Glassdoor est.),Zest AI,Burbank,CA,114000,182000,148000.0,Financial Analytics & Research,Finance,$50 to $100 million (USD)
